z,"Psi(0, z)","Psi(1, z)","Psi(2, z)","Psi(3, z)","Psi(4, z)","Psi(5, z)","Psi(6, z)","Psi(7, z)","E(z)"
-1.6,0.208841,-0.472553,0.608412,-0.408988,-0.0641829,0.430759,-0.339327,-0.1086,1.28
-1.59,0.212199,-0.47715,0.608621,-0.400539,-0.0767557,0.435439,-0.329659,-0.122964,1.26405
-1.58,0.215589,-0.481724,0.60868,-0.39191,-0.0892789,0.43975,-0.319645,-0.137174,1.2482
-1.57,0.219011,-0.486274,0.608586,-0.383105,-0.101744,0.443687,-0.309296,-0.151213,1.23245
-1.56,0.222466,-0.490798,0.608338,-0.374126,-0.114142,0.447245,-0.298621,-0.165062,1.2168
-1.55,0.225952,-0.495294,0.607933,-0.364976,-0.126466,0.45042,-0.287631,-0.178703,1.20125
-1.54,0.22947,-0.49976,0.607371,-0.355659,-0.138706,0.453208,-0.276335,-0.19212,1.1858
-1.53,0.23302,-0.504196,0.606649,-0.346177,-0.150855,0.455605,-0.264746,-0.205294,1.17045
-1.52,0.2366,-0.508597,0.605766,-0.336533,-0.162902,0.457608,-0.252875,-0.218208,1.1552
-1.51,0.240212,-0.512964,0.60472,-0.326732,-0.174841,0.459213,-0.240734,-0.230845,1.14005
-1.5,0.243855,-0.517294,0.60351,-0.316777,-0.186662,0.460417,-0.228334,-0.243189,1.125
-1.49,0.247528,-0.521585,0.602133,-0.306671,-0.198358,0.461219,-0.215689,-0.255222,1.11005
-1.48,0.251231,-0.525836,0.600589,-0.296418,-0.209919,0.461616,-0.202812,-0.26693,1.0952
-1.47,0.254964,-0.530043,0.598877,-0.286023,-0.221336,0.461606,-0.189715,-0.278295,1.08045
-1.46,0.258727,-0.534207,0.596994,-0.27549,-0.232603,0.461188,-0.176413,-0.289304,1.0658
-1.45,0.262519,-0.538324,0.59494,-0.264822,-0.24371,0.460361,-0.162919,-0.29994,1.05125
-1.44,0.26634,-0.542392,0.592714,-0.254025,-0.254648,0.459125,-0.149248,-0.310189,1.0368
-1.43,0.270189,-0.546411,0.590315,-0.243103,-0.265411,0.457478,-0.135413,-0.320037,1.02245
-1.42,0.274067,-0.550377,0.58774,-0.23206,-0.275988,0.455423,-0.121431,-0.329471,1.0082
-1.41,0.277973,-0.554289,0.584991,-0.220902,-0.286373,0.452958,-0.107315,-0.338477,0.99405
-1.4,0.281906,-0.558145,0.582065,-0.209633,-0.296558,0.450085,-0.0930802,-0.347042,0.98
-1.39,0.285866,-0.561943,0.578963,-0.198258,-0.306533,0.446805,-0.0787431,-0.355156,0.96605
-1.38,0.289853,-0.565681,0.575683,-0.186783,-0.316292,0.443119,-0.064319,-0.362805,0.9522
-1.37,0.293866,-0.569357,0.572224,-0.175212,-0.325826,0.439031,-0.0498234,-0.369979,0.93845
-1.36,0.297904,-0.572969,0.568587,-0.163552,-0.335128,0.434543,-0.0352725,-0.376667,0.9248
-1.35,0.301969,-0.576515,0.564771,-0.151808,-0.344191,0.429657,-0.0206822,-0.38286,0.91125
-1.34,0.306057,-0.579993,0.560775,-0.139985,-0.353007,0.424376,-0.00606884,-0.388549,0.8978
-1.33,0.310171,-0.583401,0.5566,-0.128089,-0.361568,0.418705,0.00855133,-0.393725,0.88445
-1.32,0.314308,-0.586738,0.552245,-0.116126,-0.369868,0.412648,0.0231619,-0.39838,0.8712
-1.31,0.318468,-0.590001,0.54771,-0.104103,-0.377899,0.406208,0.0377464,-0.402507,0.85805
-1.3,0.322652,-0.593188,0.542995,-0.0920238,-0.385655,0.399391,0.0522883,-0.406099,0.845
-1.29,0.326857,-0.596297,0.5381,-0.0798961,-0.39313,0.392203,0.066771,-0.40915,0.83205
-1.28,0.331084,-0.599326,0.533026,-0.0677258,-0.400316,0.384649,0.0811781,-0.411656,0.8192
-1.27,0.335333,-0.602274,0.527773,-0.0555191,-0.407207,0.376734,0.0954929,-0.413613,0.80645
-1.26,0.339601,-0.605139,0.522341,-0.0432826,-0.413797,0.368466,0.109699,-0.415015,0.7938
-1.25,0.34389,-0.607918,0.51673,-0.0310227,-0.420081,0.359851,0.12378,-0.415861,0.78125
-1.24,0.348199,-0.61061,0.510942,-0.0187459,-0.426052,0.350896,0.137719,-0.416148,0.7688
-1.23,0.352525,-0.613212,0.504978,-0.00645884,-0.431706,0.34161,0.151501,-0.415875,0.75645
-1.22,0.35687,-0.615723,0.498837,0.00583173,-0.437036,0.331999,0.165108,-0.415041,0.7442
-1.21,0.361233,-0.618141,0.492521,0.0181191,-0.442038,0.322073,0.178526,-0.413647,0.73205
-1.2,0.365612,-0.620464,0.48603,0.0303964,-0.446707,0.311839,0.191737,-0.411692,0.72
-1.19,0.370007,-0.622691,0.479367,0.0426568,-0.451038,0.301308,0.204727,-0.40918,0.70805
-1.18,0.374418,-0.624818,0.472532,0.0548934,-0.455027,0.290487,0.21748,-0.406111,0.6962
-1.17,0.378843,-0.626846,0.465527,0.0670992,-0.45867,0.279388,0.22998,-0.402491,0.68445
-1.16,0.383283,-0.628771,0.458352,0.0792673,-0.461963,0.26802,0.242213,-0.398321,0.6728
-1.15,0.387735,-0.630592,0.45101,0.0913905,-0.464902,0.256392,0.254163,-0.393608,0.66125
-1.14,0.3922,-0.632307,0.443502,0.103462,-0.467485,0.244517,0.265817,-0.388356,0.6498
-1.13,0.396677,-0.633914,0.43583,0.115474,-0.469707,0.232405,0.27716,-0.382573,0.63845
-1.12,0.401165,-0.635413,0.427996,0.12742,-0.471567,0.220066,0.288178,-0.376264,0.6272
-1.11,0.405663,-0.6368,0.420001,0.139293,-0.473062,0.207514,0.298857,-0.369438,0.61605
-1.1,0.41017,-0.638075,0.411849,0.151086,-0.474189,0.194758,0.309185,-0.362104,0.605
-1.09,0.414686,-0.639236,0.40354,0.162791,-0.474947,0.181812,0.319148,-0.354271,0.59405
-1.08,0.41921,-0.640281,0.395077,0.174402,-0.475333,0.168688,0.328735,-0.345948,0.5832
-1.07,0.423741,-0.641209,0.386463,0.185911,-0.475348,0.155397,0.337932,-0.337146,0.57245
-1.06,0.428278,-0.642017,0.3777,0.197311,-0.474989,0.141954,0.346729,-0.327878,0.5618
-1.05,0.43282,-0.642705,0.368791,0.208595,-0.474256,0.12837,0.355114,-0.318155,0.55125
-1.04,0.437367,-0.643272,0.359737,0.219756,-0.473148,0.114659,0.363077,-0.307989,0.5408
-1.03,0.441917,-0.643714,0.350543,0.230787,-0.471666,0.100835,0.370607,-0.297395,0.53045
-1.02,0.44647,-0.644032,0.341211,0.241681,-0.469809,0.0869103,0.377694,-0.286387,0.5202
-1.01,0.451025,-0.644224,0.331744,0.252431,-0.467579,0.0728991,0.38433,-0.274979,0.51005
-1,0.455581,-0.644288,0.322144,0.26303,-0.464975,0.0588152,0.390505,-0.263186,0.5
-0.99,0.460136,-0.644224,0.312416,0.273471,-0.461999,0.0446725,0.396212,-0.251025,0.49005
-0.98,0.464691,-0.644029,0.302562,0.283747,-0.458653,0.030485,0.401443,-0.238512,0.4802
-0.97,0.469244,-0.643703,0.292586,0.293852,-0.454939,0.0162669,0.40619,-0.225665,0.47045
-0.96,0.473794,-0.643244,0.282491,0.30378,-0.450857,0.00203252,0.410448,-0.2125,0.4608
-0.95,0.47834,-0.642652,0.272281,0.313522,-0.446411,-0.012204,0.41421,-0.199036,0.45125
-0.94,0.482882,-0.641925,0.26196,0.323073,-0.441604,-0.0264281,0.417471,-0.185291,0.4418
-0.93,0.487418,-0.641062,0.251531,0.332427,-0.436439,-0.0406255,0.420226,-0.171285,0.43245
-0.92,0.491948,-0.640062,0.240997,0.341577,-0.430918,-0.0547817,0.422471,-0.157037,0.4232
-0.91,0.49647,-0.638924,0.230364,0.350516,-0.425047,-0.0688824,0.424203,-0.142566,0.41405
-0.9,0.500983,-0.637648,0.219634,0.35924,-0.418827,-0.0829129,0.425418,-0.127894,0.405
-0.89,0.505487,-0.636232,0.208813,0.367741,-0.412265,-0.096859,0.426115,-0.11304,0.39605
-0.88,0.509981,-0.634675,0.197903,0.376013,-0.405365,-0.110706,0.426292,-0.0980252,0.3872
-0.87,0.514463,-0.632977,0.18691,0.384052,-0.398131,-0.12444,0.425948,-0.0828713,0.37845
-0.86,0.518932,-0.631137,0.175838,0.39185,-0.390569,-0.138047,0.425082,-0.0675993,0.3698
-0.85,0.523388,-0.629155,0.164691,0.399404,-0.382684,-0.151512,0.423695,-0.052231,0.36125
-0.84,0.527829,-0.627029,0.153473,0.406707,-0.374483,-0.164821,0.421788,-0.0367881,0.3528
-0.83,0.532255,-0.62476,0.142189,0.413753,-0.365971,-0.17796,0.419363,-0.0212926,0.34445
-0.82,0.536664,-0.622346,0.130844,0.420539,-0.357155,-0.190916,0.416421,-0.0057667,0.3362
-0.81,0.541056,-0.619787,0.119443,0.427059,-0.348041,-0.203675,0.412966,0.00976749,0.32805
-0.8,0.545429,-0.617083,0.107989,0.433307,-0.338637,-0.216223,0.409001,0.0252877,0.32
-0.79,0.549783,-0.614233,0.096489,0.43928,-0.32895,-0.228548,0.404531,0.0407715,0.31205
-0.78,0.554115,-0.611237,0.0849463,0.444974,-0.318988,-0.240635,0.399561,0.0561968,0.3042
-0.77,0.558426,-0.608095,0.0733663,0.450382,-0.308758,-0.252472,0.394095,0.0715412,0.29645
-0.76,0.562715,-0.604807,0.061754,0.455502,-0.298268,-0.264046,0.38814,0.0867825,0.2888
-0.75,0.566979,-0.601372,0.0501144,0.46033,-0.287527,-0.275345,0.381703,0.101899,0.28125
-0.74,0.571219,-0.597791,0.0384525,0.464861,-0.276544,-0.286357,0.374792,0.116868,0.2738
-0.73,0.575433,-0.594063,0.0267735,0.469092,-0.265326,-0.29707,0.367413,0.131668,0.26645
-0.72,0.57962,-0.590189,0.0150826,0.47302,-0.253885,-0.307471,0.359577,0.146278,0.2592
-0.71,0.583779,-0.586168,0.00338491,0.476642,-0.242227,-0.317551,0.351292,0.160676,0.25205
-0.7,0.587909,-0.582001,-0.00831429,0.479954,-0.230364,-0.327297,0.342568,0.174841,0.245
-0.69,0.59201,-0.577687,-0.0200097,0.482953,-0.218306,-0.336699,0.333416,0.188752,0.23805
-0.68,0.596079,-0.573228,-0.0316961,0.485637,-0.206061,-0.345747,0.323846,0.202389,0.2312
-0.67,0.600116,-0.568624,-0.0433682,0.488004,-0.19364,-0.35443,0.31387,0.215732,0.22445
-0.66,0.60412,-0.563874,-0.0550204,0.490051,-0.181053,-0.36274,0.3035,0.228761,0.2178
-0.65,0.60809,-0.55898,-0.0666476,0.491777,-0.168312,-0.370666,0.292749,0.241457,0.21125
-0.64,0.612025,-0.553942,-0.0782443,0.493179,-0.155426,-0.3782,0.28163,0.253801,0.2048
-0.63,0.615924,-0.54876,-0.089805,0.494256,-0.142406,-0.385334,0.270156,0.265775,0.19845
-0.62,0.619785,-0.543435,-0.101324,0.495006,-0.129264,-0.39206,0.258342,0.277361,0.1922
-0.61,0.623609,-0.537969,-0.112797,0.495429,-0.116011,-0.398369,0.246202,0.288541,0.18605
-0.6,0.627393,-0.53236,-0.124217,0.495524,-0.102658,-0.404255,0.233751,0.2993,0.18
-0.59,0.631137,-0.526612,-0.13558,0.49529,-0.0892157,-0.40971,0.221005,0.30962,0.17405
-0.58,0.63484,-0.520724,-0.14688,0.494727,-0.0756965,-0.41473,0.207979,0.319487,0.1682
-0.57,0.638501,-0.514697,-0.158111,0.493833,-0.0621117,-0.419307,0.194689,0.328885,0.16245
-0.56,0.642118,-0.508532,-0.169268,0.492611,-0.048473,-0.423436,0.181153,0.337801,0.1568
-0.55,0.645692,-0.502231,-0.180346,0.491058,-0.0347923,-0.427113,0.167388,0.34622,0.15125
-0.54,0.649221,-0.495794,-0.19134,0.489177,-0.0210812,-0.430334,0.153409,0.354131,0.1458
-0.53,0.652703,-0.489223,-0.202243,0.486968,-0.00735187,-0.433093,0.139236,0.361521,0.14045
-0.52,0.656139,-0.482519,-0.213051,0.484432,0.00638391,-0.435388,0.124886,0.368379,0.1352
-0.51,0.659527,-0.475683,-0.223758,0.481569,0.0201141,-0.437216,0.110376,0.374695,0.13005
-0.5,0.662866,-0.468717,-0.234359,0.478382,0.0338267,-0.438575,0.0957263,0.380458,0.125
-0.49,0.666155,-0.461622,-0.244848,0.474872,0.0475098,-0.439462,0.0809543,0.38566,0.12005
-0.48,0.669394,-0.4544,-0.255221,0.471042,0.0611512,-0.439877,0.0660791,0.390293,0.1152
-0.47,0.672581,-0.447052,-0.265473,0.466892,0.074739,-0.439817,0.0511195,0.394349,0.11045
-0.46,0.675716,-0.439579,-0.275597,0.462426,0.0882611,-0.439284,0.0360945,0.397823,0.1058
-0.45,0.678797,-0.431984,-0.285589,0.457646,0.101706,-0.438277,0.0210234,0.400709,0.10125
-0.44,0.681825,-0.424268,-0.295445,0.452555,0.115061,-0.436796,0.00592546,0.403001,0.0968
-0.43,0.684797,-0.416433,-0.305158,0.447156,0.128315,-0.434844,-0.00918011,0.404697,0.09245
-0.42,0.687714,-0.408481,-0.314725,0.441452,0.141455,-0.432421,-0.0242739,0.405794,0.0882
-0.41,0.690574,-0.400414,-0.32414,0.435447,0.154471,-0.429531,-0.0393366,0.406289,0.08405
-0.4,0.693376,-0.392233,-0.333398,0.429144,0.167351,-0.426175,-0.0543488,0.406182,0.08
-0.39,0.696121,-0.383941,-0.342495,0.422548,0.180082,-0.422357,-0.0692912,0.405471,0.07605
-0.38,0.698806,-0.375539,-0.351425,0.415663,0.192655,-0.418081,-0.0841446,0.404159,0.0722
-0.37,0.701431,-0.36703,-0.360186,0.408492,0.205056,-0.413352,-0.0988899,0.402247,0.06845
-0.36,0.703996,-0.358416,-0.368771,0.401042,0.217276,-0.408173,-0.113508,0.399737,0.0648
-0.35,0.7065,-0.3497,-0.377176,0.393315,0.229303,-0.40255,-0.12798,0.396632,0.06125
-0.34,0.708941,-0.340882,-0.385397,0.385319,0.241127,-0.39649,-0.142287,0.392938,0.0578
-0.33,0.71132,-0.331966,-0.39343,0.377057,0.252736,-0.389999,-0.156411,0.388658,0.05445
-0.32,0.713636,-0.322955,-0.401271,0.368535,0.264121,-0.383082,-0.170333,0.3838,0.0512
-0.31,0.715887,-0.313849,-0.408915,0.359759,0.275271,-0.375748,-0.184036,0.37837,0.04805
-0.3,0.718074,-0.304653,-0.416359,0.350735,0.286176,-0.368005,-0.197501,0.372377,0.045
-0.29,0.720196,-0.295368,-0.423598,0.341468,0.296825,-0.35986,-0.210711,0.365828,0.04205
-0.28,0.722251,-0.285997,-0.43063,0.331966,0.30721,-0.351322,-0.223649,0.358734,0.0392
-0.27,0.72424,-0.276542,-0.437449,0.322233,0.317321,-0.342401,-0.236298,0.351104,0.03645
-0.26,0.726162,-0.267006,-0.444052,0.312277,0.327149,-0.333105,-0.248642,0.342951,0.0338
-0.25,0.728016,-0.257392,-0.450437,0.302105,0.336685,-0.323446,-0.260664,0.334285,0.03125
-0.24,0.729802,-0.247703,-0.456599,0.291723,0.345919,-0.313432,-0.272349,0.32512,0.0288
-0.23,0.731519,-0.23794,-0.462536,0.281139,0.354845,-0.303076,-0.283682,0.31547,0.02645
-0.22,0.733166,-0.228108,-0.468243,0.270359,0.363452,-0.292388,-0.294647,0.305347,0.0242
-0.21,0.734744,-0.218208,-0.473719,0.259392,0.371735,-0.281379,-0.305231,0.294769,0.02205
-0.2,0.736252,-0.208244,-0.47896,0.248244,0.379685,-0.270063,-0.315419,0.283749,0.02
-0.19,0.737689,-0.198218,-0.483964,0.236923,0.387294,-0.258451,-0.325199,0.272306,0.01805
-0.18,0.739055,-0.188133,-0.488727,0.225438,0.394557,-0.246555,-0.334557,0.260454,0.0162
-0.17,0.74035,-0.177992,-0.493248,0.213795,0.401465,-0.234389,-0.343481,0.248213,0.01445
-0.16,0.741572,-0.167799,-0.497523,0.202003,0.408014,-0.221965,-0.351959,0.235601,0.0128
-0.15,0.742723,-0.157555,-0.501551,0.190071,0.414196,-0.209298,-0.359982,0.222635,0.01125
-0.14,0.7438,-0.147265,-0.505329,0.178005,0.420006,-0.196402,-0.367537,0.209337,0.0098
-0.13,0.744805,-0.136931,-0.508856,0.165816,0.42544,-0.183289,-0.374615,0.195724,0.00845
-0.12,0.745737,-0.126556,-0.512129,0.153511,0.430491,-0.169976,-0.381206,0.181819,0.0072
-0.11,0.746595,-0.116143,-0.515147,0.141098,0.435155,-0.156476,-0.387303,0.167641,0.00605
-0.1,0.747379,-0.105695,-0.517907,0.128587,0.439429,-0.142804,-0.392897,0.153212,0.005
-0.09,0.74809,-0.0952163,-0.52041,0.115986,0.443307,-0.128974,-0.39798,0.138553,0.00405
-0.08,0.748726,-0.0847087,-0.522652,0.103304,0.446786,-0.115004,-0.402547,0.123686,0.0032
-0.07,0.749288,-0.0741757,-0.524634,0.0905495,0.449864,-0.100906,-0.40659,0.108634,0.00245
-0.06,0.749775,-0.0636205,-0.526354,0.0777319,0.452538,-0.0866981,-0.410105,0.0934195,0.0018
-0.05,0.750187,-0.0530462,-0.52781,0.0648598,0.454804,-0.0723946,-0.413087,0.0780646,0.00125
-0.04,0.750525,-0.0424561,-0.529003,0.0519424,0.456661,-0.0580114,-0.415533,0.0625926,0.0008
-0.03,0.750788,-0.0318532,-0.529931,0.0389887,0.458107,-0.0435645,-0.417438,0.0470268,0.00045
-0.02,0.750975,-0.0212408,-0.530595,0.0260076,0.459141,-0.0290696,-0.418801,0.0313904,0.0002
-0.01,0.751088,-0.010622,-0.530993,0.0130084,0.459762,-0.0145428,-0.419619,0.015707,5e-05
0,0.751126,0,-0.531126,-0,0.459969,0,-0.419892,-0,0
0.01,0.751088,0.010622,-0.530993,-0.0130084,0.459762,0.0145428,-0.419619,-0.015707,5e-05
0.02,0.750975,0.0212408,-0.530595,-0.0260076,0.459141,0.0290696,-0.418801,-0.0313904,0.0002
0.03,0.750788,0.0318532,-0.529931,-0.0389887,0.458107,0.0435645,-0.417438,-0.0470268,0.00045
0.04,0.750525,0.0424561,-0.529003,-0.0519424,0.456661,0.0580114,-0.415533,-0.0625926,0.0008
0.05,0.750187,0.0530462,-0.52781,-0.0648598,0.454804,0.0723946,-0.413087,-0.0780646,0.00125
0.06,0.749775,0.0636205,-0.526354,-0.0777319,0.452538,0.0866981,-0.410105,-0.0934195,0.0018
0.07,0.749288,0.0741757,-0.524634,-0.0905495,0.449864,0.100906,-0.40659,-0.108634,0.00245
0.08,0.748726,0.0847087,-0.522652,-0.103304,0.446786,0.115004,-0.402547,-0.123686,0.0032
0.09,0.74809,0.0952163,-0.52041,-0.115986,0.443307,0.128974,-0.39798,-0.138553,0.00405
0.1,0.747379,0.105695,-0.517907,-0.128587,0.439429,0.142804,-0.392897,-0.153212,0.005
0.11,0.746595,0.116143,-0.515147,-0.141098,0.435155,0.156476,-0.387303,-0.167641,0.00605
0.12,0.745737,0.126556,-0.512129,-0.153511,0.430491,0.169976,-0.381206,-0.181819,0.0072
0.13,0.744805,0.136931,-0.508856,-0.165816,0.42544,0.183289,-0.374615,-0.195724,0.00845
0.14,0.7438,0.147265,-0.505329,-0.178005,0.420006,0.196402,-0.367537,-0.209337,0.0098
0.15,0.742723,0.157555,-0.501551,-0.190071,0.414196,0.209298,-0.359982,-0.222635,0.01125
0.16,0.741572,0.167799,-0.497523,-0.202003,0.408014,0.221965,-0.351959,-0.235601,0.0128
0.17,0.74035,0.177992,-0.493248,-0.213795,0.401465,0.234389,-0.343481,-0.248213,0.01445
0.18,0.739055,0.188133,-0.488727,-0.225438,0.394557,0.246555,-0.334557,-0.260454,0.0162
0.19,0.737689,0.198218,-0.483964,-0.236923,0.387294,0.258451,-0.325199,-0.272306,0.01805
0.2,0.736252,0.208244,-0.47896,-0.248244,0.379685,0.270063,-0.315419,-0.283749,0.02
0.21,0.734744,0.218208,-0.473719,-0.259392,0.371735,0.281379,-0.305231,-0.294769,0.02205
0.22,0.733166,0.228108,-0.468243,-0.270359,0.363452,0.292388,-0.294647,-0.305347,0.0242
0.23,0.731519,0.23794,-0.462536,-0.281139,0.354845,0.303076,-0.283682,-0.31547,0.02645
0.24,0.729802,0.247703,-0.456599,-0.291723,0.345919,0.313432,-0.272349,-0.32512,0.0288
0.25,0.728016,0.257392,-0.450437,-0.302105,0.336685,0.323446,-0.260664,-0.334285,0.03125
0.26,0.726162,0.267006,-0.444052,-0.312277,0.327149,0.333105,-0.248642,-0.342951,0.0338
0.27,0.72424,0.276542,-0.437449,-0.322233,0.317321,0.342401,-0.236298,-0.351104,0.03645
0.28,0.722251,0.285997,-0.43063,-0.331966,0.30721,0.351322,-0.223649,-0.358734,0.0392
0.29,0.720196,0.295368,-0.423598,-0.341468,0.296825,0.35986,-0.210711,-0.365828,0.04205
0.3,0.718074,0.304653,-0.416359,-0.350735,0.286176,0.368005,-0.197501,-0.372377,0.045
0.31,0.715887,0.313849,-0.408915,-0.359759,0.275271,0.375748,-0.184036,-0.37837,0.04805
0.32,0.713636,0.322955,-0.401271,-0.368535,0.264121,0.383082,-0.170333,-0.3838,0.0512
0.33,0.71132,0.331966,-0.39343,-0.377057,0.252736,0.389999,-0.156411,-0.388658,0.05445
0.34,0.708941,0.340882,-0.385397,-0.385319,0.241127,0.39649,-0.142287,-0.392938,0.0578
0.35,0.7065,0.3497,-0.377176,-0.393315,0.229303,0.40255,-0.12798,-0.396632,0.06125
0.36,0.703996,0.358416,-0.368771,-0.401042,0.217276,0.408173,-0.113508,-0.399737,0.0648
0.37,0.701431,0.36703,-0.360186,-0.408492,0.205056,0.413352,-0.0988899,-0.402247,0.06845
0.38,0.698806,0.375539,-0.351425,-0.415663,0.192655,0.418081,-0.0841446,-0.404159,0.0722
0.39,0.696121,0.383941,-0.342495,-0.422548,0.180082,0.422357,-0.0692912,-0.405471,0.07605
0.4,0.693376,0.392233,-0.333398,-0.429144,0.167351,0.426175,-0.0543488,-0.406182,0.08
0.41,0.690574,0.400414,-0.32414,-0.435447,0.154471,0.429531,-0.0393366,-0.406289,0.08405
0.42,0.687714,0.408481,-0.314725,-0.441452,0.141455,0.432421,-0.0242739,-0.405794,0.0882
0.43,0.684797,0.416433,-0.305158,-0.447156,0.128315,0.434844,-0.00918011,-0.404697,0.09245
0.44,0.681825,0.424268,-0.295445,-0.452555,0.115061,0.436796,0.00592546,-0.403001,0.0968
0.45,0.678797,0.431984,-0.285589,-0.457646,0.101706,0.438277,0.0210234,-0.400709,0.10125
0.46,0.675716,0.439579,-0.275597,-0.462426,0.0882611,0.439284,0.0360945,-0.397823,0.1058
0.47,0.672581,0.447052,-0.265473,-0.466892,0.074739,0.439817,0.0511195,-0.394349,0.11045
0.48,0.669394,0.4544,-0.255221,-0.471042,0.0611512,0.439877,0.0660791,-0.390293,0.1152
0.49,0.666155,0.461622,-0.244848,-0.474872,0.0475098,0.439462,0.0809543,-0.38566,0.12005
0.5,0.662866,0.468717,-0.234359,-0.478382,0.0338267,0.438575,0.0957263,-0.380458,0.125
0.51,0.659527,0.475683,-0.223758,-0.481569,0.0201141,0.437216,0.110376,-0.374695,0.13005
0.52,0.656139,0.482519,-0.213051,-0.484432,0.00638391,0.435388,0.124886,-0.368379,0.1352
0.53,0.652703,0.489223,-0.202243,-0.486968,-0.00735187,0.433093,0.139236,-0.361521,0.14045
0.54,0.649221,0.495794,-0.19134,-0.489177,-0.0210812,0.430334,0.153409,-0.354131,0.1458
0.55,0.645692,0.502231,-0.180346,-0.491058,-0.0347923,0.427113,0.167388,-0.34622,0.15125
0.56,0.642118,0.508532,-0.169268,-0.492611,-0.048473,0.423436,0.181153,-0.337801,0.1568
0.57,0.638501,0.514697,-0.158111,-0.493833,-0.0621117,0.419307,0.194689,-0.328885,0.16245
0.58,0.63484,0.520724,-0.14688,-0.494727,-0.0756965,0.41473,0.207979,-0.319487,0.1682
0.59,0.631137,0.526612,-0.13558,-0.49529,-0.0892157,0.40971,0.221005,-0.30962,0.17405
0.6,0.627393,0.53236,-0.124217,-0.495524,-0.102658,0.404255,0.233751,-0.2993,0.18
0.61,0.623609,0.537969,-0.112797,-0.495429,-0.116011,0.398369,0.246202,-0.288541,0.18605
0.62,0.619785,0.543435,-0.101324,-0.495006,-0.129264,0.39206,0.258342,-0.277361,0.1922
0.63,0.615924,0.54876,-0.089805,-0.494256,-0.142406,0.385334,0.270156,-0.265775,0.19845
0.64,0.612025,0.553942,-0.0782443,-0.493179,-0.155426,0.3782,0.28163,-0.253801,0.2048
0.65,0.60809,0.55898,-0.0666476,-0.491777,-0.168312,0.370666,0.292749,-0.241457,0.21125
0.66,0.60412,0.563874,-0.0550204,-0.490051,-0.181053,0.36274,0.3035,-0.228761,0.2178
0.67,0.600116,0.568624,-0.0433682,-0.488004,-0.19364,0.35443,0.31387,-0.215732,0.22445
0.68,0.596079,0.573228,-0.0316961,-0.485637,-0.206061,0.345747,0.323846,-0.202389,0.2312
0.69,0.59201,0.577687,-0.0200097,-0.482953,-0.218306,0.336699,0.333416,-0.188752,0.23805
0.7,0.587909,0.582001,-0.00831429,-0.479954,-0.230364,0.327297,0.342568,-0.174841,0.245
0.71,0.583779,0.586168,0.00338491,-0.476642,-0.242227,0.317551,0.351292,-0.160676,0.25205
0.72,0.57962,0.590189,0.0150826,-0.47302,-0.253885,0.307471,0.359577,-0.146278,0.2592
0.73,0.575433,0.594063,0.0267735,-0.469092,-0.265326,0.29707,0.367413,-0.131668,0.26645
0.74,0.571219,0.597791,0.0384525,-0.464861,-0.276544,0.286357,0.374792,-0.116868,0.2738
0.75,0.566979,0.601372,0.0501144,-0.46033,-0.287527,0.275345,0.381703,-0.101899,0.28125
0.76,0.562715,0.604807,0.061754,-0.455502,-0.298268,0.264046,0.38814,-0.0867825,0.2888
0.77,0.558426,0.608095,0.0733663,-0.450382,-0.308758,0.252472,0.394095,-0.0715412,0.29645
0.78,0.554115,0.611237,0.0849463,-0.444974,-0.318988,0.240635,0.399561,-0.0561968,0.3042
0.79,0.549783,0.614233,0.096489,-0.43928,-0.32895,0.228548,0.404531,-0.0407715,0.31205
0.8,0.545429,0.617083,0.107989,-0.433307,-0.338637,0.216223,0.409001,-0.0252877,0.32
0.81,0.541056,0.619787,0.119443,-0.427059,-0.348041,0.203675,0.412966,-0.00976749,0.32805
0.82,0.536664,0.622346,0.130844,-0.420539,-0.357155,0.190916,0.416421,0.0057667,0.3362
0.83,0.532255,0.62476,0.142189,-0.413753,-0.365971,0.17796,0.419363,0.0212926,0.34445
0.84,0.527829,0.627029,0.153473,-0.406707,-0.374483,0.164821,0.421788,0.0367881,0.3528
0.85,0.523388,0.629155,0.164691,-0.399404,-0.382684,0.151512,0.423695,0.052231,0.36125
0.86,0.518932,0.631137,0.175838,-0.39185,-0.390569,0.138047,0.425082,0.0675993,0.3698
0.87,0.514463,0.632977,0.18691,-0.384052,-0.398131,0.12444,0.425948,0.0828713,0.37845
0.88,0.509981,0.634675,0.197903,-0.376013,-0.405365,0.110706,0.426292,0.0980252,0.3872
0.89,0.505487,0.636232,0.208813,-0.367741,-0.412265,0.096859,0.426115,0.11304,0.39605
0.9,0.500983,0.637648,0.219634,-0.35924,-0.418827,0.0829129,0.425418,0.127894,0.405
0.91,0.49647,0.638924,0.230364,-0.350516,-0.425047,0.0688824,0.424203,0.142566,0.41405
0.92,0.491948,0.640062,0.240997,-0.341577,-0.430918,0.0547817,0.422471,0.157037,0.4232
0.93,0.487418,0.641062,0.251531,-0.332427,-0.436439,0.0406255,0.420226,0.171285,0.43245
0.94,0.482882,0.641925,0.26196,-0.323073,-0.441604,0.0264281,0.417471,0.185291,0.4418
0.95,0.47834,0.642652,0.272281,-0.313522,-0.446411,0.012204,0.41421,0.199036,0.45125
0.96,0.473794,0.643244,0.282491,-0.30378,-0.450857,-0.00203252,0.410448,0.2125,0.4608
